id,image_path,letter_label
65,handwriting_letters/images/e_0064.png,e
66,handwriting_letters/images/l_0065.png,l
67,handwriting_letters/images/f_0066.png,f
68,handwriting_letters/images/b_0067.png,b
69,handwriting_letters/images/b_0068.png,b
70,handwriting_letters/images/a_0069.png,a
71,handwriting_letters/images/b_0070.png,b
72,handwriting_letters/images/a_0071.png,a
73,handwriting_letters/images/b_0072.png,b
74,handwriting_letters/images/h_0073.png,h
75,handwriting_letters/images/u_0074.png,u
76,handwriting_letters/images/m_0075.png,m
77,handwriting_letters/images/x_0076.png,x
78,handwriting_letters/images/e_0077.png,e
79,handwriting_letters/images/g_0078.png,g
80,handwriting_letters/images/g_0079.png,g
81,handwriting_letters/images/v_0080.png,v
82,handwriting_letters/images/x_0081.png,x
83,handwriting_letters/images/e_0082.png,e
84,handwriting_letters/images/t_0083.png,t
85,handwriting_letters/images/s_0084.png,s
86,handwriting_letters/images/l_0085.png,l
87,handwriting_letters/images/e_0086.png,e
88,handwriting_letters/images/c_0087.png,c
89,handwriting_letters/images/h_0088.png,h
90,handwriting_letters/images/z_0089.png,z
91,handwriting_letters/images/k_0090.png,k
92,handwriting_letters/images/z_0091.png,z
93,handwriting_letters/images/h_0092.png,h
94,handwriting_letters/images/p_0093.png,p
95,handwriting_letters/images/j_0094.png,j
96,handwriting_letters/images/h_0095.png,h
97,handwriting_letters/images/z_0096.png,z
98,handwriting_letters/images/l_0097.png,l
99,handwriting_letters/images/y_0098.png,y
100,handwriting_letters/images/i_0099.png,i
101,handwriting_letters/images/f_0100.png,f
102,handwriting_letters/images/y_0101.png,y
103,handwriting_letters/images/x_0102.png,x
104,handwriting_letters/images/z_0103.png,z
105,handwriting_letters/images/b_0104.png,b
106,handwriting_letters/images/s_0105.png,s
107,handwriting_letters/images/e_0106.png,e
108,handwriting_letters/images/w_0107.png,w
109,handwriting_letters/images/y_0108.png,y
110,handwriting_letters/images/q_0109.png,q
111,handwriting_letters/images/z_0110.png,z
112,handwriting_letters/images/k_0111.png,k
113,handwriting_letters/images/u_0112.png,u
114,handwriting_letters/images/s_0113.png,s
115,handwriting_letters/images/t_0114.png,t
116,handwriting_letters/images/d_0115.png,d
117,handwriting_letters/images/w_0116.png,w
118,handwriting_letters/images/q_0117.png,q
119,handwriting_letters/images/g_0118.png,g
120,handwriting_letters/images/z_0119.png,z
121,handwriting_letters/images/c_0120.png,c
122,handwriting_letters/images/e_0121.png,e
123,handwriting_letters/images/n_0122.png,n
124,handwriting_letters/images/o_0123.png,o
125,handwriting_letters/images/n_0124.png,n
126,handwriting_letters/images/p_0125.png,p
127,handwriting_letters/images/q_0126.png,q
128,handwriting_letters/images/f_0127.png,f
129,handwriting_letters/images/c_0128.png,c
130,handwriting_letters/images/w_0129.png,w
131,handwriting_letters/images/m_0130.png,m
132,handwriting_letters/images/c_0131.png,c
133,handwriting_letters/images/k_0132.png,k
134,handwriting_letters/images/y_0133.png,y
135,handwriting_letters/images/p_0134.png,p
136,handwriting_letters/images/q_0135.png,q
137,handwriting_letters/images/l_0136.png,l
138,handwriting_letters/images/i_0137.png,i
139,handwriting_letters/images/v_0138.png,v
140,handwriting_letters/images/l_0139.png,l
141,handwriting_letters/images/k_0140.png,k
142,handwriting_letters/images/o_0141.png,o
143,handwriting_letters/images/p_0142.png,p
144,handwriting_letters/images/m_0143.png,m
145,handwriting_letters/images/e_0144.png,e
146,handwriting_letters/images/u_0145.png,u
147,handwriting_letters/images/c_0146.png,c
148,handwriting_letters/images/c_0147.png,c
149,handwriting_letters/images/l_0148.png,l
150,handwriting_letters/images/u_0149.png,u
151,handwriting_letters/images/p_0150.png,p
152,handwriting_letters/images/i_0151.png,i
153,handwriting_letters/images/u_0152.png,u
154,handwriting_letters/images/t_0153.png,t
155,handwriting_letters/images/u_0154.png,u
156,handwriting_letters/images/c_0155.png,c
157,handwriting_letters/images/r_0156.png,r
158,handwriting_letters/images/w_0157.png,w
159,handwriting_letters/images/m_0158.png,m
160,handwriting_letters/images/t_0159.png,t
161,handwriting_letters/images/g_0160.png,g
162,handwriting_letters/images/g_0161.png,g
163,handwriting_letters/images/j_0162.png,j
164,handwriting_letters/images/c_0163.png,c
165,handwriting_letters/images/b_0164.png,b
166,handwriting_letters/images/m_0165.png,m
167,handwriting_letters/images/x_0166.png,x
168,handwriting_letters/images/l_0167.png,l
169,handwriting_letters/images/i_0168.png,i
170,handwriting_letters/images/u_0169.png,u
171,handwriting_letters/images/y_0170.png,y
172,handwriting_letters/images/w_0171.png,w
173,handwriting_letters/images/q_0172.png,q
174,handwriting_letters/images/b_0173.png,b
175,handwriting_letters/images/h_0174.png,h
176,handwriting_letters/images/u_0175.png,u
177,handwriting_letters/images/m_0176.png,m
178,handwriting_letters/images/b_0177.png,b
179,handwriting_letters/images/w_0178.png,w
180,handwriting_letters/images/f_0179.png,f
181,handwriting_letters/images/l_0180.png,l
182,handwriting_letters/images/q_0181.png,q
183,handwriting_letters/images/f_0182.png,f
184,handwriting_letters/images/n_0183.png,n
185,handwriting_letters/images/i_0184.png,i
186,handwriting_letters/images/n_0185.png,n
187,handwriting_letters/images/l_0186.png,l
188,handwriting_letters/images/d_0187.png,d
189,handwriting_letters/images/y_0188.png,y
190,handwriting_letters/images/i_0189.png,i
191,handwriting_letters/images/u_0190.png,u
192,handwriting_letters/images/x_0191.png,x
193,handwriting_letters/images/c_0192.png,c
194,handwriting_letters/images/i_0193.png,i
195,handwriting_letters/images/b_0194.png,b
196,handwriting_letters/images/f_0195.png,f
197,handwriting_letters/images/u_0196.png,u
198,handwriting_letters/images/y_0197.png,y
199,handwriting_letters/images/d_0198.png,d
200,handwriting_letters/images/z_0199.png,z
201,handwriting_letters/images/i_0200.png,i
202,handwriting_letters/images/t_0201.png,t
203,handwriting_letters/images/n_0202.png,n
204,handwriting_letters/images/y_0203.png,y
205,handwriting_letters/images/w_0204.png,w
206,handwriting_letters/images/s_0205.png,s
207,handwriting_letters/images/l_0206.png,l
208,handwriting_letters/images/d_0207.png,d
209,handwriting_letters/images/w_0208.png,w
210,handwriting_letters/images/d_0209.png,d
211,handwriting_letters/images/l_0210.png,l
212,handwriting_letters/images/b_0211.png,b
213,handwriting_letters/images/j_0212.png,j
214,handwriting_letters/images/l_0213.png,l
215,handwriting_letters/images/y_0214.png,y
216,handwriting_letters/images/n_0215.png,n
217,handwriting_letters/images/b_0216.png,b
218,handwriting_letters/images/j_0217.png,j
219,handwriting_letters/images/o_0218.png,o
220,handwriting_letters/images/s_0219.png,s
221,handwriting_letters/images/v_0220.png,v
222,handwriting_letters/images/t_0221.png,t
223,handwriting_letters/images/w_0222.png,w
224,handwriting_letters/images/c_0223.png,c
225,handwriting_letters/images/a_0224.png,a
226,handwriting_letters/images/i_0225.png,i
227,handwriting_letters/images/h_0226.png,h
228,handwriting_letters/images/l_0227.png,l
229,handwriting_letters/images/h_0228.png,h
230,handwriting_letters/images/q_0229.png,q
231,handwriting_letters/images/s_0230.png,s
232,handwriting_letters/images/c_0231.png,c
233,handwriting_letters/images/s_0232.png,s
234,handwriting_letters/images/d_0233.png,d
235,handwriting_letters/images/u_0234.png,u
236,handwriting_letters/images/e_0235.png,e
237,handwriting_letters/images/i_0236.png,i
238,handwriting_letters/images/w_0237.png,w
239,handwriting_letters/images/j_0238.png,j
240,handwriting_letters/images/v_0239.png,v
241,handwriting_letters/images/q_0240.png,q
242,handwriting_letters/images/s_0241.png,s
243,handwriting_letters/images/r_0242.png,r
244,handwriting_letters/images/a_0243.png,a
245,handwriting_letters/images/t_0244.png,t
246,handwriting_letters/images/d_0245.png,d
247,handwriting_letters/images/f_0246.png,f
248,handwriting_letters/images/d_0247.png,d
249,handwriting_letters/images/v_0248.png,v
250,handwriting_letters/images/o_0249.png,o
251,handwriting_letters/images/n_0250.png,n
252,handwriting_letters/images/n_0251.png,n
253,handwriting_letters/images/n_0252.png,n
254,handwriting_letters/images/y_0253.png,y
255,handwriting_letters/images/g_0254.png,g
256,handwriting_letters/images/s_0255.png,s
257,handwriting_letters/images/q_0256.png,q
258,handwriting_letters/images/t_0257.png,t
259,handwriting_letters/images/e_0258.png,e
260,handwriting_letters/images/p_0259.png,p
261,handwriting_letters/images/e_0260.png,e
262,handwriting_letters/images/j_0261.png,j
263,handwriting_letters/images/s_0262.png,s
264,handwriting_letters/images/o_0263.png,o
265,handwriting_letters/images/f_0264.png,f
266,handwriting_letters/images/s_0265.png,s
267,handwriting_letters/images/m_0266.png,m
268,handwriting_letters/images/b_0267.png,b
269,handwriting_letters/images/g_0268.png,g
270,handwriting_letters/images/u_0269.png,u
271,handwriting_letters/images/p_0270.png,p
272,handwriting_letters/images/h_0271.png,h
273,handwriting_letters/images/i_0272.png,i
274,handwriting_letters/images/q_0273.png,q
275,handwriting_letters/images/w_0274.png,w
276,handwriting_letters/images/r_0275.png,r
277,handwriting_letters/images/a_0276.png,a
278,handwriting_letters/images/p_0277.png,p
279,handwriting_letters/images/u_0278.png,u
280,handwriting_letters/images/q_0279.png,q
281,handwriting_letters/images/g_0280.png,g
282,handwriting_letters/images/u_0281.png,u
283,handwriting_letters/images/u_0282.png,u
284,handwriting_letters/images/y_0283.png,y
285,handwriting_letters/images/q_0284.png,q
286,handwriting_letters/images/k_0285.png,k
287,handwriting_letters/images/k_0286.png,k
288,handwriting_letters/images/t_0287.png,t
289,handwriting_letters/images/u_0288.png,u
290,handwriting_letters/images/t_0289.png,t
291,handwriting_letters/images/f_0290.png,f
292,handwriting_letters/images/m_0291.png,m
293,handwriting_letters/images/u_0292.png,u
294,handwriting_letters/images/d_0293.png,d
295,handwriting_letters/images/y_0294.png,y
296,handwriting_letters/images/x_0295.png,x
297,handwriting_letters/images/m_0296.png,m
298,handwriting_letters/images/v_0297.png,v
299,handwriting_letters/images/d_0298.png,d
300,handwriting_letters/images/x_0299.png,x
301,handwriting_letters/images/u_0300.png,u
302,handwriting_letters/images/c_0301.png,c
303,handwriting_letters/images/s_0302.png,s
304,handwriting_letters/images/z_0303.png,z
305,handwriting_letters/images/e_0304.png,e
306,handwriting_letters/images/f_0305.png,f
307,handwriting_letters/images/l_0306.png,l
308,handwriting_letters/images/o_0307.png,o
309,handwriting_letters/images/r_0308.png,r
310,handwriting_letters/images/a_0309.png,a
311,handwriting_letters/images/w_0310.png,w
312,handwriting_letters/images/u_0311.png,u
313,handwriting_letters/images/w_0312.png,w
314,handwriting_letters/images/v_0313.png,v
315,handwriting_letters/images/c_0314.png,c
316,handwriting_letters/images/r_0315.png,r
317,handwriting_letters/images/r_0316.png,r
318,handwriting_letters/images/v_0317.png,v
319,handwriting_letters/images/r_0318.png,r
320,handwriting_letters/images/q_0319.png,q
321,handwriting_letters/images/f_0320.png,f
322,handwriting_letters/images/w_0321.png,w
323,handwriting_letters/images/s_0322.png,s
324,handwriting_letters/images/e_0323.png,e
325,handwriting_letters/images/o_0324.png,o
326,handwriting_letters/images/q_0325.png,q
327,handwriting_letters/images/u_0326.png,u
328,handwriting_letters/images/y_0327.png,y
329,handwriting_letters/images/g_0328.png,g
330,handwriting_letters/images/l_0329.png,l
331,handwriting_letters/images/l_0330.png,l
332,handwriting_letters/images/p_0331.png,p
333,handwriting_letters/images/r_0332.png,r
334,handwriting_letters/images/b_0333.png,b
335,handwriting_letters/images/c_0334.png,c
336,handwriting_letters/images/b_0335.png,b
337,handwriting_letters/images/d_0336.png,d
338,handwriting_letters/images/a_0337.png,a
339,handwriting_letters/images/w_0338.png,w
340,handwriting_letters/images/c_0339.png,c
341,handwriting_letters/images/k_0340.png,k
342,handwriting_letters/images/h_0341.png,h
343,handwriting_letters/images/f_0342.png,f
344,handwriting_letters/images/r_0343.png,r
345,handwriting_letters/images/l_0344.png,l
346,handwriting_letters/images/l_0345.png,l
347,handwriting_letters/images/k_0346.png,k
348,handwriting_letters/images/s_0347.png,s
349,handwriting_letters/images/w_0348.png,w
350,handwriting_letters/images/c_0349.png,c
351,handwriting_letters/images/l_0350.png,l
352,handwriting_letters/images/k_0351.png,k
353,handwriting_letters/images/i_0352.png,i
354,handwriting_letters/images/t_0353.png,t
355,handwriting_letters/images/r_0354.png,r
356,handwriting_letters/images/z_0355.png,z
357,handwriting_letters/images/z_0356.png,z
358,handwriting_letters/images/b_0357.png,b
359,handwriting_letters/images/z_0358.png,z
360,handwriting_letters/images/h_0359.png,h
361,handwriting_letters/images/y_0360.png,y
362,handwriting_letters/images/r_0361.png,r
363,handwriting_letters/images/w_0362.png,w
364,handwriting_letters/images/j_0363.png,j
365,handwriting_letters/images/e_0364.png,e
366,handwriting_letters/images/j_0365.png,j
367,handwriting_letters/images/w_0366.png,w
368,handwriting_letters/images/a_0367.png,a
369,handwriting_letters/images/d_0368.png,d
370,handwriting_letters/images/t_0369.png,t
371,handwriting_letters/images/k_0370.png,k
372,handwriting_letters/images/j_0371.png,j
373,handwriting_letters/images/e_0372.png,e
374,handwriting_letters/images/x_0373.png,x
375,handwriting_letters/images/e_0374.png,e
376,handwriting_letters/images/i_0375.png,i
377,handwriting_letters/images/u_0376.png,u
378,handwriting_letters/images/l_0377.png,l
379,handwriting_letters/images/c_0378.png,c
380,handwriting_letters/images/f_0379.png,f
381,handwriting_letters/images/q_0380.png,q
382,handwriting_letters/images/g_0381.png,g
383,handwriting_letters/images/s_0382.png,s
384,handwriting_letters/images/g_0383.png,g
385,handwriting_letters/images/x_0384.png,x
386,handwriting_letters/images/e_0385.png,e
387,handwriting_letters/images/t_0386.png,t
388,handwriting_letters/images/v_0387.png,v
389,handwriting_letters/images/e_0388.png,e
390,handwriting_letters/images/a_0389.png,a
391,handwriting_letters/images/i_0390.png,i
392,handwriting_letters/images/e_0391.png,e
393,handwriting_letters/images/v_0392.png,v
394,handwriting_letters/images/o_0393.png,o
395,handwriting_letters/images/j_0394.png,j
396,handwriting_letters/images/p_0395.png,p
397,handwriting_letters/images/d_0396.png,d
398,handwriting_letters/images/f_0397.png,f
399,handwriting_letters/images/f_0398.png,f
400,handwriting_letters/images/k_0399.png,k
401,handwriting_letters/images/j_0400.png,j
402,handwriting_letters/images/z_0401.png,z
403,handwriting_letters/images/y_0402.png,y
404,handwriting_letters/images/c_0403.png,c
405,handwriting_letters/images/q_0404.png,q
406,handwriting_letters/images/r_0405.png,r
407,handwriting_letters/images/m_0406.png,m
408,handwriting_letters/images/f_0407.png,f
409,handwriting_letters/images/c_0408.png,c
410,handwriting_letters/images/u_0409.png,u
411,handwriting_letters/images/i_0410.png,i
412,handwriting_letters/images/z_0411.png,z
413,handwriting_letters/images/g_0412.png,g
414,handwriting_letters/images/l_0413.png,l
415,handwriting_letters/images/u_0414.png,u
416,handwriting_letters/images/t_0415.png,t
417,handwriting_letters/images/q_0416.png,q
418,handwriting_letters/images/e_0417.png,e
419,handwriting_letters/images/q_0418.png,q
420,handwriting_letters/images/m_0419.png,m
421,handwriting_letters/images/f_0420.png,f
422,handwriting_letters/images/k_0421.png,k
423,handwriting_letters/images/w_0422.png,w
424,handwriting_letters/images/k_0423.png,k
425,handwriting_letters/images/y_0424.png,y
426,handwriting_letters/images/l_0425.png,l
427,handwriting_letters/images/x_0426.png,x
428,handwriting_letters/images/k_0427.png,k
429,handwriting_letters/images/v_0428.png,v
430,handwriting_letters/images/g_0429.png,g
431,handwriting_letters/images/a_0430.png,a
432,handwriting_letters/images/h_0431.png,h
433,handwriting_letters/images/h_0432.png,h
434,handwriting_letters/images/g_0433.png,g
435,handwriting_letters/images/r_0434.png,r
436,handwriting_letters/images/b_0435.png,b
437,handwriting_letters/images/g_0436.png,g
438,handwriting_letters/images/m_0437.png,m
439,handwriting_letters/images/c_0438.png,c
440,handwriting_letters/images/s_0439.png,s
441,handwriting_letters/images/p_0440.png,p
442,handwriting_letters/images/u_0441.png,u
443,handwriting_letters/images/i_0442.png,i
444,handwriting_letters/images/p_0443.png,p
445,handwriting_letters/images/z_0444.png,z
446,handwriting_letters/images/n_0445.png,n
447,handwriting_letters/images/w_0446.png,w
448,handwriting_letters/images/o_0447.png,o
449,handwriting_letters/images/u_0448.png,u
450,handwriting_letters/images/f_0449.png,f
451,handwriting_letters/images/z_0450.png,z
452,handwriting_letters/images/z_0451.png,z
453,handwriting_letters/images/a_0452.png,a
454,handwriting_letters/images/m_0453.png,m
455,handwriting_letters/images/z_0454.png,z
456,handwriting_letters/images/j_0455.png,j
457,handwriting_letters/images/p_0456.png,p
458,handwriting_letters/images/v_0457.png,v
459,handwriting_letters/images/w_0458.png,w
460,handwriting_letters/images/t_0459.png,t
461,handwriting_letters/images/c_0460.png,c
462,handwriting_letters/images/u_0461.png,u
463,handwriting_letters/images/m_0462.png,m
464,handwriting_letters/images/e_0463.png,e
465,handwriting_letters/images/c_0464.png,c
466,handwriting_letters/images/w_0465.png,w
467,handwriting_letters/images/s_0466.png,s
468,handwriting_letters/images/h_0467.png,h
469,handwriting_letters/images/m_0468.png,m
470,handwriting_letters/images/a_0469.png,a
471,handwriting_letters/images/u_0470.png,u
472,handwriting_letters/images/g_0471.png,g
473,handwriting_letters/images/x_0472.png,x
474,handwriting_letters/images/w_0473.png,w
475,handwriting_letters/images/j_0474.png,j
476,handwriting_letters/images/k_0475.png,k
477,handwriting_letters/images/s_0476.png,s
478,handwriting_letters/images/n_0477.png,n
479,handwriting_letters/images/g_0478.png,g
480,handwriting_letters/images/v_0479.png,v
481,handwriting_letters/images/b_0480.png,b
482,handwriting_letters/images/a_0481.png,a
483,handwriting_letters/images/g_0482.png,g
484,handwriting_letters/images/c_0483.png,c
485,handwriting_letters/images/b_0484.png,b
486,handwriting_letters/images/r_0485.png,r
487,handwriting_letters/images/a_0486.png,a
488,handwriting_letters/images/o_0487.png,o
489,handwriting_letters/images/b_0488.png,b
490,handwriting_letters/images/x_0489.png,x
491,handwriting_letters/images/b_0490.png,b
492,handwriting_letters/images/u_0491.png,u
493,handwriting_letters/images/c_0492.png,c
494,handwriting_letters/images/t_0493.png,t
495,handwriting_letters/images/q_0494.png,q
496,handwriting_letters/images/f_0495.png,f
497,handwriting_letters/images/d_0496.png,d
498,handwriting_letters/images/q_0497.png,q
499,handwriting_letters/images/u_0498.png,u
500,handwriting_letters/images/m_0499.png,m
501,handwriting_letters/images/y_0500.png,y
502,handwriting_letters/images/n_0501.png,n
503,handwriting_letters/images/p_0502.png,p
504,handwriting_letters/images/d_0503.png,d
505,handwriting_letters/images/r_0504.png,r
506,handwriting_letters/images/j_0505.png,j
507,handwriting_letters/images/u_0506.png,u
508,handwriting_letters/images/q_0507.png,q
509,handwriting_letters/images/r_0508.png,r
510,handwriting_letters/images/v_0509.png,v
511,handwriting_letters/images/f_0510.png,f
512,handwriting_letters/images/d_0511.png,d
513,handwriting_letters/images/a_0512.png,a
514,handwriting_letters/images/p_0513.png,p
515,handwriting_letters/images/v_0514.png,v
516,handwriting_letters/images/g_0515.png,g
517,handwriting_letters/images/b_0516.png,b
518,handwriting_letters/images/w_0517.png,w
519,handwriting_letters/images/d_0518.png,d
520,handwriting_letters/images/b_0519.png,b
521,handwriting_letters/images/g_0520.png,g
522,handwriting_letters/images/o_0521.png,o
523,handwriting_letters/images/x_0522.png,x
524,handwriting_letters/images/n_0523.png,n
525,handwriting_letters/images/o_0524.png,o
526,handwriting_letters/images/a_0525.png,a
527,handwriting_letters/images/m_0526.png,m
528,handwriting_letters/images/x_0527.png,x
529,handwriting_letters/images/t_0528.png,t
530,handwriting_letters/images/t_0529.png,t
531,handwriting_letters/images/g_0530.png,g
532,handwriting_letters/images/b_0531.png,b
533,handwriting_letters/images/l_0532.png,l
534,handwriting_letters/images/g_0533.png,g
535,handwriting_letters/images/y_0534.png,y
536,handwriting_letters/images/o_0535.png,o
537,handwriting_letters/images/d_0536.png,d
538,handwriting_letters/images/v_0537.png,v
539,handwriting_letters/images/g_0538.png,g
540,handwriting_letters/images/z_0539.png,z
541,handwriting_letters/images/t_0540.png,t
542,handwriting_letters/images/g_0541.png,g
543,handwriting_letters/images/m_0542.png,m
544,handwriting_letters/images/c_0543.png,c
545,handwriting_letters/images/z_0544.png,z
546,handwriting_letters/images/l_0545.png,l
547,handwriting_letters/images/y_0546.png,y
548,handwriting_letters/images/t_0547.png,t
549,handwriting_letters/images/p_0548.png,p
550,handwriting_letters/images/f_0549.png,f
551,handwriting_letters/images/h_0550.png,h
552,handwriting_letters/images/n_0551.png,n
553,handwriting_letters/images/n_0552.png,n
554,handwriting_letters/images/n_0553.png,n
555,handwriting_letters/images/t_0554.png,t
556,handwriting_letters/images/j_0555.png,j
557,handwriting_letters/images/u_0556.png,u
558,handwriting_letters/images/x_0557.png,x
559,handwriting_letters/images/r_0558.png,r
560,handwriting_letters/images/r_0559.png,r
561,handwriting_letters/images/v_0560.png,v
562,handwriting_letters/images/s_0561.png,s
563,handwriting_letters/images/u_0562.png,u
564,handwriting_letters/images/z_0563.png,z
565,handwriting_letters/images/j_0564.png,j
566,handwriting_letters/images/a_0565.png,a
567,handwriting_letters/images/g_0566.png,g
568,handwriting_letters/images/m_0567.png,m
569,handwriting_letters/images/e_0568.png,e
570,handwriting_letters/images/a_0569.png,a
571,handwriting_letters/images/h_0570.png,h
572,handwriting_letters/images/d_0571.png,d
573,handwriting_letters/images/g_0572.png,g
574,handwriting_letters/images/m_0573.png,m
575,handwriting_letters/images/l_0574.png,l
576,handwriting_letters/images/n_0575.png,n
577,handwriting_letters/images/l_0576.png,l
578,handwriting_letters/images/o_0577.png,o
579,handwriting_letters/images/k_0578.png,k
580,handwriting_letters/images/x_0579.png,x
581,handwriting_letters/images/c_0580.png,c
582,handwriting_letters/images/o_0581.png,o
583,handwriting_letters/images/c_0582.png,c
584,handwriting_letters/images/q_0583.png,q
585,handwriting_letters/images/j_0584.png,j
586,handwriting_letters/images/x_0585.png,x
587,handwriting_letters/images/h_0586.png,h
588,handwriting_letters/images/d_0587.png,d
589,handwriting_letters/images/h_0588.png,h
590,handwriting_letters/images/n_0589.png,n
591,handwriting_letters/images/m_0590.png,m
592,handwriting_letters/images/j_0591.png,j
593,handwriting_letters/images/l_0592.png,l
594,handwriting_letters/images/l_0593.png,l
595,handwriting_letters/images/y_0594.png,y
596,handwriting_letters/images/o_0595.png,o
597,handwriting_letters/images/e_0596.png,e
598,handwriting_letters/images/t_0597.png,t
599,handwriting_letters/images/f_0598.png,f
600,handwriting_letters/images/o_0599.png,o
601,handwriting_letters/images/s_0600.png,s
602,handwriting_letters/images/a_0601.png,a
603,handwriting_letters/images/n_0602.png,n
604,handwriting_letters/images/p_0603.png,p
605,handwriting_letters/images/g_0604.png,g
606,handwriting_letters/images/u_0605.png,u
607,handwriting_letters/images/y_0606.png,y
608,handwriting_letters/images/o_0607.png,o
609,handwriting_letters/images/h_0608.png,h
610,handwriting_letters/images/c_0609.png,c
611,handwriting_letters/images/b_0610.png,b
612,handwriting_letters/images/y_0611.png,y
613,handwriting_letters/images/b_0612.png,b
614,handwriting_letters/images/t_0613.png,t
615,handwriting_letters/images/k_0614.png,k
616,handwriting_letters/images/v_0615.png,v
617,handwriting_letters/images/b_0616.png,b
618,handwriting_letters/images/l_0617.png,l
619,handwriting_letters/images/v_0618.png,v
620,handwriting_letters/images/l_0619.png,l
621,handwriting_letters/images/k_0620.png,k
622,handwriting_letters/images/z_0621.png,z
623,handwriting_letters/images/f_0622.png,f
624,handwriting_letters/images/i_0623.png,i
625,handwriting_letters/images/j_0624.png,j
626,handwriting_letters/images/g_0625.png,g
627,handwriting_letters/images/y_0626.png,y
628,handwriting_letters/images/w_0627.png,w
629,handwriting_letters/images/u_0628.png,u
630,handwriting_letters/images/m_0629.png,m
631,handwriting_letters/images/i_0630.png,i
632,handwriting_letters/images/u_0631.png,u
633,handwriting_letters/images/h_0632.png,h
634,handwriting_letters/images/w_0633.png,w
635,handwriting_letters/images/p_0634.png,p
636,handwriting_letters/images/i_0635.png,i
637,handwriting_letters/images/z_0636.png,z
638,handwriting_letters/images/y_0637.png,y
639,handwriting_letters/images/z_0638.png,z
640,handwriting_letters/images/k_0639.png,k
641,handwriting_letters/images/w_0640.png,w
642,handwriting_letters/images/h_0641.png,h
643,handwriting_letters/images/z_0642.png,z
644,handwriting_letters/images/c_0643.png,c
645,handwriting_letters/images/j_0644.png,j
646,handwriting_letters/images/z_0645.png,z
647,handwriting_letters/images/k_0646.png,k
648,handwriting_letters/images/g_0647.png,g
649,handwriting_letters/images/o_0648.png,o
650,handwriting_letters/images/e_0649.png,e
651,handwriting_letters/images/s_0650.png,s
652,handwriting_letters/images/r_0651.png,r
653,handwriting_letters/images/z_0652.png,z
654,handwriting_letters/images/u_0653.png,u
655,handwriting_letters/images/t_0654.png,t
656,handwriting_letters/images/l_0655.png,l
657,handwriting_letters/images/n_0656.png,n
658,handwriting_letters/images/v_0657.png,v
659,handwriting_letters/images/i_0658.png,i
660,handwriting_letters/images/a_0659.png,a
661,handwriting_letters/images/q_0660.png,q
662,handwriting_letters/images/t_0661.png,t
663,handwriting_letters/images/m_0662.png,m
664,handwriting_letters/images/x_0663.png,x
665,handwriting_letters/images/y_0664.png,y
